uid,boundary
6700,"POLYGON((-0.071572674822821 51.5423738696473, -0.073128602536348 51.5418151718923, -0.073128602536348 51.5406977558043, -0.071572674822821 51.5401390374712, -0.070016747109294 51.5406977558043, -0.070016747109294 51.5418151718923, -0.071572674822821 51.5423738696473))"
6701,"POLYGON((-0.090243807385148 51.5423738696473, -0.091799735098675 51.5418151718923, -0.091799735098675 51.5406977558043, -0.090243807385148 51.5401390374712, -0.088687879671621 51.5406977558043, -0.088687879671621 51.5418151718923, -0.090243807385148 51.5423738696473))"
6702,"POLYGON((-0.192935036477948 51.5423738696473, -0.194490964191475 51.5418151718923, -0.194490964191475 51.5406977558043, -0.192935036477948 51.5401390374712, -0.191379108764421 51.5406977558043, -0.191379108764421 51.5418151718923, -0.192935036477948 51.5423738696473))"
6703,"POLYGON((-0.00933556628173 51.5423738696473, -0.010891493995257 51.5418151718923, -0.010891493995257 51.5406977558043, -0.00933556628173 51.5401390374712, -0.007779638568203 51.5406977558043, -0.007779638568203 51.5418151718923, -0.00933556628173 51.5423738696473))"
6704,"POLYGON((0.015559277134706 51.5423738696473, 0.014003349421179 51.5418151718923, 0.014003349421179 51.5406977558043, 0.015559277134706 51.5401390374712, 0.017115204848233 51.5406977558043, 0.017115204848233 51.5418151718923, 0.015559277134706 51.5423738696473))"
6705,"POLYGON((-0.168040193061512 51.5423738696473, -0.169596120775039 51.5418151718923, -0.169596120775039 51.5406977558043, -0.168040193061512 51.5401390374712, -0.166484265347984 51.5406977558043, -0.166484265347984 51.5418151718923, -0.168040193061512 51.5423738696473))"
6706,"POLYGON((-0.087131951958094 51.5423738696473, -0.088687879671621 51.5418151718923, -0.088687879671621 51.5406977558043, -0.087131951958094 51.5401390374712, -0.085576024244566 51.5406977558043, -0.085576024244566 51.5418151718923, -0.087131951958094 51.5423738696473))"
6707,"POLYGON((0.062237108540524 51.5423738696473, 0.060681180826997 51.5418151718923, 0.060681180826997 51.5406977558043, 0.062237108540524 51.5401390374712, 0.063793036254052 51.5406977558043, 0.063793036254052 51.5418151718923, 0.062237108540524 51.5423738696473))"
6708,"POLYGON((-0.108914939947475 51.5423738696473, -0.110470867661003 51.5418151718923, -0.110470867661003 51.5406977558043, -0.108914939947475 51.5401390374712, -0.107359012233948 51.5406977558043, -0.107359012233948 51.5418151718923, -0.108914939947475 51.5423738696473))"
6709,"POLYGON((0.130697927935724 51.5423738696473, 0.129142000222197 51.5418151718923, 0.129142000222197 51.5406977558043, 0.130697927935724 51.5401390374712, 0.132253855649251 51.5406977558043, 0.132253855649251 51.5418151718923, 0.130697927935724 51.5423738696473))"
6710,"POLYGON((0.028006698842924 51.5423738696473, 0.026450771129397 51.5418151718923, 0.026450771129397 51.5406977558043, 0.028006698842924 51.5401390374712, 0.029562626556452 51.5406977558043, 0.029562626556452 51.5418151718923, 0.028006698842924 51.5423738696473))"
6711,"POLYGON((-0.099579373666312 51.5423738696473, -0.101135301379839 51.5418151718923, -0.101135301379839 51.5406977558043, -0.099579373666312 51.5401390374712, -0.098023445952784 51.5406977558043, -0.098023445952784 51.5418151718923, -0.099579373666312 51.5423738696473))"
6712,"POLYGON((-0.028006698844057 51.5423738696473, -0.029562626557585 51.5418151718923, -0.029562626557585 51.5406977558043, -0.028006698844057 51.5401390374712, -0.02645077113053 51.5406977558043, -0.02645077113053 51.5418151718923, -0.028006698844057 51.5423738696473))"
6713,"POLYGON((0.034230409697033 51.5423738696473, 0.032674481983506 51.5418151718923, 0.032674481983506 51.5406977558043, 0.034230409697033 51.5401390374712, 0.035786337410561 51.5406977558043, 0.035786337410561 51.5418151718923, 0.034230409697033 51.5423738696473))"
6714,"POLYGON((-0.021782987989948 51.5423738696473, -0.023338915703476 51.5418151718923, -0.023338915703476 51.5406977558043, -0.021782987989948 51.5401390374712, -0.020227060276421 51.5406977558043, -0.020227060276421 51.5418151718923, -0.021782987989948 51.5423738696473))"
6715,"POLYGON((-0.031118554271112 51.5423738696473, -0.032674481984639 51.5418151718923, -0.032674481984639 51.5406977558043, -0.031118554271112 51.5401390374712, -0.029562626557585 51.5406977558043, -0.029562626557585 51.5418151718923, -0.031118554271112 51.5423738696473))"
6716,"POLYGON((0.118250506227506 51.5423738696473, 0.116694578513979 51.5418151718923, 0.116694578513979 51.5406977558043, 0.118250506227506 51.5401390374712, 0.119806433941033 51.5406977558043, 0.119806433941033 51.5418151718923, 0.118250506227506 51.5423738696473))"
6717,"POLYGON((0.136921638789833 51.5423738696473, 0.135365711076306 51.5418151718923, 0.135365711076306 51.5406977558043, 0.136921638789833 51.5401390374712, 0.13847756650336 51.5406977558043, 0.13847756650336 51.5418151718923, 0.136921638789833 51.5423738696473))"
6718,"POLYGON((-0.056013397687548 51.5423738696473, -0.057569325401075 51.5418151718923, -0.057569325401075 51.5406977558043, -0.056013397687548 51.5401390374712, -0.054457469974021 51.5406977558043, -0.054457469974021 51.5418151718923, -0.056013397687548 51.5423738696473))"
6719,"POLYGON((-0.052901542260494 51.5423738696473, -0.054457469974021 51.5418151718923, -0.054457469974021 51.5406977558043, -0.052901542260494 51.5401390374712, -0.051345614546966 51.5406977558043, -0.051345614546966 51.5418151718923, -0.052901542260494 51.5423738696473))"
6720,"POLYGON((-0.068460819395766 51.5423738696473, -0.070016747109294 51.5418151718923, -0.070016747109294 51.5406977558043, -0.068460819395766 51.5401390374712, -0.066904891682239 51.5406977558043, -0.066904891682239 51.5418151718923, -0.068460819395766 51.5423738696473))"
6721,"POLYGON((-5.66511702004079e-13 51.5423738696473, -0.001555927714094 51.5418151718923, -0.001555927714094 51.5406977558043, -5.66511702004079e-13 51.5401390374712, 0.001555927712961 51.5406977558043, 0.001555927712961 51.5418151718923, -5.66511702004079e-13 51.5423738696473))"
6722,"POLYGON((0.003111855426488 51.5423738696473, 0.001555927712961 51.5418151718923, 0.001555927712961 51.5406977558043, 0.003111855426488 51.5401390374712, 0.004667783140015 51.5406977558043, 0.004667783140015 51.5418151718923, 0.003111855426488 51.5423738696473))"
6723,"POLYGON((0.046677831405252 51.5423738696473, 0.045121903691724 51.5418151718923, 0.045121903691724 51.5406977558043, 0.046677831405252 51.5401390374712, 0.048233759118779 51.5406977558043, 0.048233759118779 51.5418151718923, 0.046677831405252 51.5423738696473))"
6724,"POLYGON((0.087131951956961 51.5423738696473, 0.085576024243433 51.5418151718923, 0.085576024243433 51.5406977558043, 0.087131951956961 51.5401390374712, 0.088687879670488 51.5406977558043, 0.088687879670488 51.5418151718923, 0.087131951956961 51.5423738696473))"
6725,"POLYGON((-0.202270602759112 51.5423738696473, -0.203826530472639 51.5418151718923, -0.203826530472639 51.5406977558043, -0.202270602759112 51.5401390374712, -0.200714675045584 51.5406977558043, -0.200714675045584 51.5418151718923, -0.202270602759112 51.5423738696473))"
6726,"POLYGON((0.080908241102851 51.5423738696473, 0.079352313389324 51.5418151718923, 0.079352313389324 51.5406977558043, 0.080908241102851 51.5401390374712, 0.082464168816379 51.5406977558043, 0.082464168816379 51.5418151718923, 0.080908241102851 51.5423738696473))"
6727,"POLYGON((-0.189823181050893 51.5423738696473, -0.191379108764421 51.5418151718923, -0.191379108764421 51.5406977558043, -0.189823181050893 51.5401390374712, -0.188267253337366 51.5406977558043, -0.188267253337366 51.5418151718923, -0.189823181050893 51.5423738696473))"
6728,"POLYGON((0.124474217081615 51.5423738696473, 0.122918289368088 51.5418151718923, 0.122918289368088 51.5406977558043, 0.124474217081615 51.5401390374712, 0.126030144795142 51.5406977558043, 0.126030144795142 51.5418151718923, 0.124474217081615 51.5423738696473))"
6729,"POLYGON((-0.074684530249875 51.5423738696473, -0.076240457963403 51.5418151718923, -0.076240457963403 51.5406977558043, -0.074684530249875 51.5401390374712, -0.073128602536348 51.5406977558043, -0.073128602536348 51.5418151718923, -0.074684530249875 51.5423738696473))"
6730,"POLYGON((-0.012447421708785 51.5423738696473, -0.014003349422312 51.5418151718923, -0.014003349422312 51.5406977558043, -0.012447421708785 51.5401390374712, -0.010891493995257 51.5406977558043, -0.010891493995257 51.5418151718923, -0.012447421708785 51.5423738696473))"
6731,"POLYGON((-0.152480915926239 51.5423738696473, -0.154036843639766 51.5418151718923, -0.154036843639766 51.5406977558043, -0.152480915926239 51.5401390374712, -0.150924988212712 51.5406977558043, -0.150924988212712 51.5418151718923, -0.152480915926239 51.5423738696473))"
6732,"POLYGON((0.049789686832306 51.5423738696473, 0.048233759118779 51.5418151718923, 0.048233759118779 51.5406977558043, 0.049789686832306 51.5401390374712, 0.051345614545833 51.5406977558043, 0.051345614545833 51.5418151718923, 0.049789686832306 51.5423738696473))"
6733,"POLYGON((0.031118554269979 51.5423738696473, 0.029562626556452 51.5418151718923, 0.029562626556452 51.5406977558043, 0.031118554269979 51.5401390374712, 0.032674481983506 51.5406977558043, 0.032674481983506 51.5418151718923, 0.031118554269979 51.5423738696473))"
6734,"POLYGON((-0.084020096531039 51.5423738696473, -0.085576024244566 51.5418151718923, -0.085576024244566 51.5406977558043, -0.084020096531039 51.5401390374712, -0.082464168817512 51.5406977558043, -0.082464168817512 51.5418151718923, -0.084020096531039 51.5423738696473))"
6735,"POLYGON((0.037342265124088 51.5423738696473, 0.035786337410561 51.5418151718923, 0.035786337410561 51.5406977558043, 0.037342265124088 51.5401390374712, 0.038898192837615 51.5406977558043, 0.038898192837615 51.5418151718923, 0.037342265124088 51.5423738696473))"
6736,"POLYGON((-0.177375759342675 51.5423738696473, -0.178931687056203 51.5418151718923, -0.178931687056203 51.5406977558043, -0.177375759342675 51.5401390374712, -0.175819831629148 51.5406977558043, -0.175819831629148 51.5418151718923, -0.177375759342675 51.5423738696473))"
6737,"POLYGON((-0.121362361655693 51.5423738696473, -0.122918289369221 51.5418151718923, -0.122918289369221 51.5406977558043, -0.121362361655693 51.5401390374712, -0.119806433942166 51.5406977558043, -0.119806433942166 51.5418151718923, -0.121362361655693 51.5423738696473))"
6738,"POLYGON((0.05912525311347 51.5423738696473, 0.057569325399942 51.5418151718923, 0.057569325399942 51.5406977558043, 0.05912525311347 51.5401390374712, 0.060681180826997 51.5406977558043, 0.060681180826997 51.5418151718923, 0.05912525311347 51.5423738696473))"
6739,"POLYGON((-0.158704626780348 51.5423738696473, -0.160260554493875 51.5418151718923, -0.160260554493875 51.5406977558043, -0.158704626780348 51.5401390374712, -0.157148699066821 51.5406977558043, -0.157148699066821 51.5418151718923, -0.158704626780348 51.5423738696473))"
6740,"POLYGON((-0.07779638567693 51.5423738696473, -0.079352313390457 51.5418151718923, -0.079352313390457 51.5406977558043, -0.07779638567693 51.5401390374712, -0.076240457963403 51.5406977558043, -0.076240457963403 51.5418151718923, -0.07779638567693 51.5423738696473))"
6741,"POLYGON((-0.096467518239257 51.5423738696473, -0.098023445952784 51.5418151718923, -0.098023445952784 51.5406977558043, -0.096467518239257 51.5401390374712, -0.09491159052573 51.5406977558043, -0.09491159052573 51.5418151718923, -0.096467518239257 51.5423738696473))"
6742,"POLYGON((-0.136921638790966 51.5423738696473, -0.138477566504493 51.5418151718923, -0.138477566504493 51.5406977558043, -0.136921638790966 51.5401390374712, -0.135365711077439 51.5406977558043, -0.135365711077439 51.5418151718923, -0.136921638790966 51.5423738696473))"
6743,"POLYGON((-0.037342265125221 51.5423738696473, -0.038898192838748 51.5418151718923, -0.038898192838748 51.5406977558043, -0.037342265125221 51.5401390374712, -0.035786337411694 51.5406977558043, -0.035786337411694 51.5418151718923, -0.037342265125221 51.5423738696473))"
6744,"POLYGON((-0.155592771353293 51.5423738696473, -0.157148699066821 51.5418151718923, -0.157148699066821 51.5406977558043, -0.155592771353293 51.5401390374712, -0.154036843639766 51.5406977558043, -0.154036843639766 51.5418151718923, -0.155592771353293 51.5423738696473))"
6745,"POLYGON((0.009335566280597 51.5423738696473, 0.00777963856707 51.5418151718923, 0.00777963856707 51.5406977558043, 0.009335566280597 51.5401390374712, 0.010891493994124 51.5406977558043, 0.010891493994124 51.5418151718923, 0.009335566280597 51.5423738696473))"
6746,"POLYGON((-0.124474217082748 51.5423738696473, -0.126030144796275 51.5418151718923, -0.126030144796275 51.5406977558043, -0.124474217082748 51.5401390374712, -0.122918289369221 51.5406977558043, -0.122918289369221 51.5418151718923, -0.124474217082748 51.5423738696473))"
6747,"POLYGON((-0.11202679537453 51.5423738696473, -0.113582723088057 51.5418151718923, -0.113582723088057 51.5406977558043, -0.11202679537453 51.5401390374712, -0.110470867661003 51.5406977558043, -0.110470867661003 51.5418151718923, -0.11202679537453 51.5423738696473))"
6748,"POLYGON((-0.174263903915621 51.5423738696473, -0.175819831629148 51.5418151718923, -0.175819831629148 51.5406977558043, -0.174263903915621 51.5401390374712, -0.172707976202093 51.5406977558043, -0.172707976202093 51.5418151718923, -0.174263903915621 51.5423738696473))"
6749,"POLYGON((0.065348963967579 51.5423738696473, 0.063793036254052 51.5418151718923, 0.063793036254052 51.5406977558043, 0.065348963967579 51.5401390374712, 0.066904891681106 51.5406977558043, 0.066904891681106 51.5418151718923, 0.065348963967579 51.5423738696473))"
6750,"POLYGON((0.09335566281107 51.5423738696473, 0.091799735097542 51.5418151718923, 0.091799735097542 51.5406977558043, 0.09335566281107 51.5401390374712, 0.094911590524597 51.5406977558043, 0.094911590524597 51.5418151718923, 0.09335566281107 51.5423738696473))"
6751,"POLYGON((0.084020096529906 51.5423738696473, 0.082464168816379 51.5418151718923, 0.082464168816379 51.5406977558043, 0.084020096529906 51.5401390374712, 0.085576024243433 51.5406977558043, 0.085576024243433 51.5418151718923, 0.084020096529906 51.5423738696473))"
6752,"POLYGON((-0.186711325623839 51.5423738696473, -0.188267253337366 51.5418151718923, -0.188267253337366 51.5406977558043, -0.186711325623839 51.5401390374712, -0.185155397910312 51.5406977558043, -0.185155397910312 51.5418151718923, -0.186711325623839 51.5423738696473))"
6753,"POLYGON((-0.14625720507213 51.5423738696473, -0.147813132785657 51.5418151718923, -0.147813132785657 51.5406977558043, -0.14625720507213 51.5401390374712, -0.144701277358602 51.5406977558043, -0.144701277358602 51.5418151718923, -0.14625720507213 51.5423738696473))"
6754,"POLYGON((0.071572674821688 51.5423738696473, 0.070016747108161 51.5418151718923, 0.070016747108161 51.5406977558043, 0.071572674821688 51.5401390374712, 0.073128602535215 51.5406977558043, 0.073128602535215 51.5418151718923, 0.071572674821688 51.5423738696473))"
6755,"POLYGON((-0.018671132562894 51.5423738696473, -0.020227060276421 51.5418151718923, -0.020227060276421 51.5406977558043, -0.018671132562894 51.5401390374712, -0.017115204849366 51.5406977558043, -0.017115204849366 51.5418151718923, -0.018671132562894 51.5423738696473))"
6756,"POLYGON((-0.196046891905003 51.5423738696473, -0.19760281961853 51.5418151718923, -0.19760281961853 51.5406977558043, -0.196046891905003 51.5401390374712, -0.194490964191475 51.5406977558043, -0.194490964191475 51.5418151718923, -0.196046891905003 51.5423738696473))"
6757,"POLYGON((0.115138650800451 51.5423738696473, 0.113582723086924 51.5418151718923, 0.113582723086924 51.5406977558043, 0.115138650800451 51.5401390374712, 0.116694578513979 51.5406977558043, 0.116694578513979 51.5418151718923, 0.115138650800451 51.5423738696473))"
6758,"POLYGON((0.077796385675797 51.5423738696473, 0.07624045796227 51.5418151718923, 0.07624045796227 51.5406977558043, 0.077796385675797 51.5401390374712, 0.079352313389324 51.5406977558043, 0.079352313389324 51.5418151718923, 0.077796385675797 51.5423738696473))"
6759,"POLYGON((0.096467518238124 51.5423738696473, 0.094911590524597 51.5418151718923, 0.094911590524597 51.5406977558043, 0.096467518238124 51.5401390374712, 0.098023445951651 51.5406977558043, 0.098023445951651 51.5418151718923, 0.096467518238124 51.5423738696473))"
6760,"POLYGON((0.006223710853543 51.5423738696473, 0.004667783140015 51.5418151718923, 0.004667783140015 51.5406977558043, 0.006223710853543 51.5401390374712, 0.00777963856707 51.5406977558043, 0.00777963856707 51.5418151718923, 0.006223710853543 51.5423738696473))"
6761,"POLYGON((-0.133809783363912 51.5423738696473, -0.135365711077439 51.5418151718923, -0.135365711077439 51.5406977558043, -0.133809783363912 51.5401390374712, -0.132253855650384 51.5406977558043, -0.132253855650384 51.5418151718923, -0.133809783363912 51.5423738696473))"
6762,"POLYGON((0.099579373665179 51.5423738696473, 0.098023445951651 51.5418151718923, 0.098023445951651 51.5406977558043, 0.099579373665179 51.5401390374712, 0.101135301378706 51.5406977558043, 0.101135301378706 51.5418151718923, 0.099579373665179 51.5423738696473))"
6763,"POLYGON((-0.149369060499184 51.5423738696473, -0.150924988212712 51.5418151718923, -0.150924988212712 51.5406977558043, -0.149369060499184 51.5401390374712, -0.147813132785657 51.5406977558043, -0.147813132785657 51.5418151718923, -0.149369060499184 51.5423738696473))"
6764,"POLYGON((-0.040454120552276 51.5423738696473, -0.042010048265803 51.5418151718923, -0.042010048265803 51.5406977558043, -0.040454120552276 51.5401390374712, -0.038898192838748 51.5406977558043, -0.038898192838748 51.5418151718923, -0.040454120552276 51.5423738696473))"
6765,"POLYGON((-0.127586072509803 51.5423738696473, -0.12914200022333 51.5418151718923, -0.12914200022333 51.5406977558043, -0.127586072509803 51.5401390374712, -0.126030144796275 51.5406977558043, -0.126030144796275 51.5418151718923, -0.127586072509803 51.5423738696473))"
6766,"POLYGON((-0.046677831406385 51.5423738696473, -0.048233759119912 51.5418151718923, -0.048233759119912 51.5406977558043, -0.046677831406385 51.5401390374712, -0.045121903692857 51.5406977558043, -0.045121903692857 51.5418151718923, -0.046677831406385 51.5423738696473))"
6767,"POLYGON((0.012447421707652 51.5423738696473, 0.010891493994124 51.5418151718923, 0.010891493994124 51.5406977558043, 0.012447421707652 51.5401390374712, 0.014003349421179 51.5406977558043, 0.014003349421179 51.5418151718923, 0.012447421707652 51.5423738696473))"
6768,"POLYGON((-0.062237108541657 51.5423738696473, -0.063793036255185 51.5418151718923, -0.063793036255185 51.5406977558043, -0.062237108541657 51.5401390374712, -0.06068118082813 51.5406977558043, -0.06068118082813 51.5418151718923, -0.062237108541657 51.5423738696473))"
6769,"POLYGON((-0.118250506228639 51.5423738696473, -0.119806433942166 51.5418151718923, -0.119806433942166 51.5406977558043, -0.118250506228639 51.5401390374712, -0.116694578515112 51.5406977558043, -0.116694578515112 51.5418151718923, -0.118250506228639 51.5423738696473))"
6770,"POLYGON((0.112026795373397 51.5423738696473, 0.11047086765987 51.5418151718923, 0.11047086765987 51.5406977558043, 0.112026795373397 51.5401390374712, 0.113582723086924 51.5406977558043, 0.113582723086924 51.5418151718923, 0.112026795373397 51.5423738696473))"
6771,"POLYGON((-0.034230409698166 51.5423738696473, -0.035786337411694 51.5418151718923, -0.035786337411694 51.5406977558043, -0.034230409698166 51.5401390374712, -0.032674481984639 51.5406977558043, -0.032674481984639 51.5418151718923, -0.034230409698166 51.5423738696473))"
6772,"POLYGON((-0.199158747332057 51.5423738696473, -0.200714675045584 51.5418151718923, -0.200714675045584 51.5406977558043, -0.199158747332057 51.5401390374712, -0.19760281961853 51.5406977558043, -0.19760281961853 51.5418151718923, -0.199158747332057 51.5423738696473))"
6773,"POLYGON((0.102691229092233 51.5423738696473, 0.101135301378706 51.5418151718923, 0.101135301378706 51.5406977558043, 0.102691229092233 51.5401390374712, 0.104247156805761 51.5406977558043, 0.104247156805761 51.5418151718923, 0.102691229092233 51.5423738696473))"
6774,"POLYGON((0.043565975978197 51.5423738696473, 0.04201004826467 51.5418151718923, 0.04201004826467 51.5406977558043, 0.043565975978197 51.5401390374712, 0.045121903691724 51.5406977558043, 0.045121903691724 51.5418151718923, 0.043565975978197 51.5423738696473))"
6775,"POLYGON((-0.143145349645075 51.5423738696473, -0.144701277358602 51.5418151718923, -0.144701277358602 51.5406977558043, -0.143145349645075 51.5401390374712, -0.141589421931548 51.5406977558043, -0.141589421931548 51.5418151718923, -0.143145349645075 51.5423738696473))"
6776,"POLYGON((-0.065348963968712 51.5423738696473, -0.066904891682239 51.5418151718923, -0.066904891682239 51.5406977558043, -0.065348963968712 51.5401390374712, -0.063793036255185 51.5406977558043, -0.063793036255185 51.5418151718923, -0.065348963968712 51.5423738696473))"
6777,"POLYGON((-0.183599470196784 51.5423738696473, -0.185155397910312 51.5418151718923, -0.185155397910312 51.5406977558043, -0.183599470196784 51.5401390374712, -0.182043542483257 51.5406977558043, -0.182043542483257 51.5418151718923, -0.183599470196784 51.5423738696473))"
6778,"POLYGON((0.074684530248742 51.5423738696473, 0.073128602535215 51.5418151718923, 0.073128602535215 51.5406977558043, 0.074684530248742 51.5401390374712, 0.07624045796227 51.5406977558043, 0.07624045796227 51.5418151718923, 0.074684530248742 51.5423738696473))"
6779,"POLYGON((-0.049789686833439 51.5423738696473, -0.051345614546966 51.5418151718923, -0.051345614546966 51.5406977558043, -0.049789686833439 51.5401390374712, -0.048233759119912 51.5406977558043, -0.048233759119912 51.5418151718923, -0.049789686833439 51.5423738696473))"
6780,"POLYGON((0.056013397686415 51.5423738696473, 0.054457469972888 51.5418151718923, 0.054457469972888 51.5406977558043, 0.056013397686415 51.5401390374712, 0.057569325399942 51.5406977558043, 0.057569325399942 51.5418151718923, 0.056013397686415 51.5423738696473))"
6781,"POLYGON((-0.115138650801584 51.5423738696473, -0.116694578515112 51.5418151718923, -0.116694578515112 51.5406977558043, -0.115138650801584 51.5401390374712, -0.113582723088057 51.5406977558043, -0.113582723088057 51.5418151718923, -0.115138650801584 51.5423738696473))"
6782,"POLYGON((-0.04356597597933 51.5423738696473, -0.045121903692857 51.5418151718923, -0.045121903692857 51.5406977558043, -0.04356597597933 51.5401390374712, -0.042010048265803 51.5406977558043, -0.042010048265803 51.5418151718923, -0.04356597597933 51.5423738696473))"
6783,"POLYGON((-0.057569325401075 51.5440499217567, -0.059125253114603 51.5434912445795, -0.059125253114603 51.5423738696473, -0.057569325401075 51.5418151718923, -0.056013397687548 51.5423738696473, -0.056013397687548 51.5434912445795, -0.057569325401075 51.5440499217567))"
6784,"POLYGON((-0.079352313390457 51.5440499217567, -0.080908241103984 51.5434912445795, -0.080908241103984 51.5423738696473, -0.079352313390457 51.5418151718923, -0.07779638567693 51.5423738696473, -0.07779638567693 51.5434912445795, -0.079352313390457 51.5440499217567))"
6785,"POLYGON((-0.147813132785657 51.5440499217567, -0.149369060499184 51.5434912445795, -0.149369060499184 51.5423738696473, -0.147813132785657 51.5418151718923, -0.14625720507213 51.5423738696473, -0.14625720507213 51.5434912445795, -0.147813132785657 51.5440499217567))"
6786,"POLYGON((0.035786337410561 51.5440499217567, 0.034230409697033 51.5434912445795, 0.034230409697033 51.5423738696473, 0.035786337410561 51.5418151718923, 0.037342265124088 51.5423738696473, 0.037342265124088 51.5434912445795, 0.035786337410561 51.5440499217567))"
6787,"POLYGON((0.094911590524597 51.5440499217567, 0.09335566281107 51.5434912445795, 0.09335566281107 51.5423738696473, 0.094911590524597 51.5418151718923, 0.096467518238124 51.5423738696473, 0.096467518238124 51.5434912445795, 0.094911590524597 51.5440499217567))"
6788,"POLYGON((-0.023338915703476 51.5440499217567, -0.024894843417003 51.5434912445795, -0.024894843417003 51.5423738696473, -0.023338915703476 51.5418151718923, -0.021782987989948 51.5423738696473, -0.021782987989948 51.5434912445795, -0.023338915703476 51.5440499217567))"
6789,"POLYGON((-0.051345614546966 51.5440499217567, -0.052901542260494 51.5434912445795, -0.052901542260494 51.5423738696473, -0.051345614546966 51.5418151718923, -0.049789686833439 51.5423738696473, -0.049789686833439 51.5434912445795, -0.051345614546966 51.5440499217567))"
6790,"POLYGON((0.126030144795142 51.5440499217567, 0.124474217081615 51.5434912445795, 0.124474217081615 51.5423738696473, 0.126030144795142 51.5418151718923, 0.12758607250867 51.5423738696473, 0.12758607250867 51.5434912445795, 0.126030144795142 51.5440499217567))"
6791,"POLYGON((0.026450771129397 51.5440499217567, 0.02489484341587 51.5434912445795, 0.02489484341587 51.5423738696473, 0.026450771129397 51.5418151718923, 0.028006698842924 51.5423738696473, 0.028006698842924 51.5434912445795, 0.026450771129397 51.5440499217567))"
6792,"POLYGON((-0.191379108764421 51.5440499217567, -0.192935036477948 51.5434912445795, -0.192935036477948 51.5423738696473, -0.191379108764421 51.5418151718923, -0.189823181050893 51.5423738696473, -0.189823181050893 51.5434912445795, -0.191379108764421 51.5440499217567))"
6793,"POLYGON((0.032674481983506 51.5440499217567, 0.031118554269979 51.5434912445795, 0.031118554269979 51.5423738696473, 0.032674481983506 51.5418151718923, 0.034230409697033 51.5423738696473, 0.034230409697033 51.5434912445795, 0.032674481983506 51.5440499217567))"
6794,"POLYGON((0.054457469972888 51.5440499217567, 0.052901542259361 51.5434912445795, 0.052901542259361 51.5423738696473, 0.054457469972888 51.5418151718923, 0.056013397686415 51.5423738696473, 0.056013397686415 51.5434912445795, 0.054457469972888 51.5440499217567))"
6795,"POLYGON((0.00777963856707 51.5440499217567, 0.006223710853543 51.5434912445795, 0.006223710853543 51.5423738696473, 0.00777963856707 51.5418151718923, 0.009335566280597 51.5423738696473, 0.009335566280597 51.5434912445795, 0.00777963856707 51.5440499217567))"
6796,"POLYGON((-0.082464168817512 51.5440499217567, -0.084020096531039 51.5434912445795, -0.084020096531039 51.5423738696473, -0.082464168817512 51.5418151718923, -0.080908241103984 51.5423738696473, -0.080908241103984 51.5434912445795, -0.082464168817512 51.5440499217567))"
6797,"POLYGON((-0.182043542483257 51.5440499217567, -0.183599470196784 51.5434912445795, -0.183599470196784 51.5423738696473, -0.182043542483257 51.5418151718923, -0.18048761476973 51.5423738696473, -0.18048761476973 51.5434912445795, -0.182043542483257 51.5440499217567))"
6798,"POLYGON((-0.19760281961853 51.5440499217567, -0.199158747332057 51.5434912445795, -0.199158747332057 51.5423738696473, -0.19760281961853 51.5418151718923, -0.196046891905003 51.5423738696473, -0.196046891905003 51.5434912445795, -0.19760281961853 51.5440499217567))"
6799,"POLYGON((-0.045121903692857 51.5440499217567, -0.046677831406385 51.5434912445795, -0.046677831406385 51.5423738696473, -0.045121903692857 51.5418151718923, -0.04356597597933 51.5423738696473, -0.04356597597933 51.5434912445795, -0.045121903692857 51.5440499217567))"
6800,"POLYGON((-0.110470867661003 51.5440499217567, -0.11202679537453 51.5434912445795, -0.11202679537453 51.5423738696473, -0.110470867661003 51.5418151718923, -0.108914939947475 51.5423738696473, -0.108914939947475 51.5434912445795, -0.110470867661003 51.5440499217567))"
6801,"POLYGON((-0.001555927714094 51.5440499217567, -0.003111855427621 51.5434912445795, -0.003111855427621 51.5423738696473, -0.001555927714094 51.5418151718923, -5.66511702004079e-13 51.5423738696473, -5.66511702004079e-13 51.5434912445795, -0.001555927714094 51.5440499217567))"
6802,"POLYGON((-0.101135301379839 51.5440499217567, -0.102691229093366 51.5434912445795, -0.102691229093366 51.5423738696473, -0.101135301379839 51.5418151718923, -0.099579373666312 51.5423738696473, -0.099579373666312 51.5434912445795, -0.101135301379839 51.5440499217567))"
6803,"POLYGON((-0.070016747109294 51.5440499217567, -0.071572674822821 51.5434912445795, -0.071572674822821 51.5423738696473, -0.070016747109294 51.5418151718923, -0.068460819395766 51.5423738696473, -0.068460819395766 51.5434912445795, -0.070016747109294 51.5440499217567))"
6804,"POLYGON((-0.194490964191475 51.5440499217567, -0.196046891905003 51.5434912445795, -0.196046891905003 51.5423738696473, -0.194490964191475 51.5418151718923, -0.192935036477948 51.5423738696473, -0.192935036477948 51.5434912445795, -0.194490964191475 51.5440499217567))"
6805,"POLYGON((-0.076240457963403 51.5440499217567, -0.07779638567693 51.5434912445795, -0.07779638567693 51.5423738696473, -0.076240457963403 51.5418151718923, -0.074684530249875 51.5423738696473, -0.074684530249875 51.5434912445795, -0.076240457963403 51.5440499217567))"
6806,"POLYGON((0.014003349421179 51.5440499217567, 0.012447421707652 51.5434912445795, 0.012447421707652 51.5423738696473, 0.014003349421179 51.5418151718923, 0.015559277134706 51.5423738696473, 0.015559277134706 51.5434912445795, 0.014003349421179 51.5440499217567))"
